id	text	pronoun	pronoun_offset	a	a_offset	a_coref	b	b_offset	b_coref	url
test-525	Leila won and received a House of Marley package worth over $3,000 and a spa treatment courtesy of Half Moon resort. For the photo shoot, photographed by Tyra Banks, the contestants portrayed warriors at Dunn's River Falls. Leila received the highest score of the week, while Kiara's photo was chosen by Banks to hang in her house.	her	321	Leila	224	False	Kiara	276	False	http://en.wikipedia.org/wiki/America's_Next_Top_Model_(cycle_19)
test-530	As Danner is set to adopt one of the children, a child named John asks him if Danner will go take him ``make poop,'' which startles Danner quite a bit, especially the prospect of having to watch him. Afterwards, Father Joe comes up to the dorm room where Hank has run off too, telling him to pack his bags. First thinking he's being kicked out, Hank grows very apologetic for the first time, until Father Joe explains himself:	him	98	Danner	78	False	Father Joe	212	False	http://en.wikipedia.org/wiki/Ultimate_Adventures
test-533	In response, the prosecutor simply plays a video that the three teenagers made of them breaking into a morgue and having sex with a severed head. Afterwards, Jimmy complains about being paid too little for the defense. He gets a call from a prospective client, to whom he pretends to be his own mild-mannered Irish secretary. On his way out of the parking lot, Jimmy is stopped by Mike Ehrmantraut, the parking lot attendant, who refuses to let him exit without either a payment or a court-supplied parking sticker.	him	445	prosecutor	17	False	Mike Ehrmantraut	381	False	http://en.wikipedia.org/wiki/Uno_(Better_Call_Saul)
test-552	In 1685 he was elected bishop of Macerata and Tolentino, April 9, 1685, and later was appointed Nuncio in Cologne in 1696. Pope Innocent XII elevated him to the rank of cardinal in the consistory of 19 December 1698, and he became archbishop of Ferrara. He became Cardinal Secretary of State during the pontificate of Pope Clement XI. On Clement's death, at the succeeding conclave of 1721, Paolucci was the strongest candidate to succeed, but was vetoed by Charles VI, Holy Roman Emperor as he considered him too close to the French.	he	221	Pope Innocent XII	123	False	Pope Clement XI	318	False	http://en.wikipedia.org/wiki/Fabrizio_Paolucci
test-563	An important political figure, Giuseppe Spataro, was born in Vasto, on 12 June 1897. His parents, Anna and Alfonso Nasci, were a high-class Italian family, living in the urban center within the province Chieti. After studying in his birth city of Vasto, Spataro transferred to a boarding school called Montecassino in 1908, the adjustment to this new life made easier by the death of his father in 1910.	His	85	Vasto	61	False	Alfonso Nasci	107	False	http://en.wikipedia.org/wiki/Giuseppe_Spataro
test-568	Smith shared outfield duties with Geissinger, Satterfield and Wisniewski, hitting .196 in 46 games while going 1-2 as a reliever. Grand Rapids advanced to the playoffs, but was swept by the South Bend Blue Sox in the best-of-three series on strong pitching by Jean Faut. Smith had a solid season in 1953, hitting .227 with 73 stolen bases and a .343 OBP in a career-high 114 games, being surpassed only by Fort Wayne's Betty Foss for the most stolen bases (80). She also posted career numbers in hits (91), runs (86), doubles (20), triples (5) and steals, while walking 71 times and tying for third in doubles.	She	462	Jean Faut	260	False	Betty Foss	419	False	http://en.wikipedia.org/wiki/Jean_Smith_(baseball)
test-572	Baazi (Hindi: *****, Urdu: ****) is a 1984 Bollywood film directed by Raj N. Sippy. The film stars Dharmendra, Rekha, Mithun Chakraborty, Ranjeeta, Shakti Kapoor, Madan Puri and Mac Mohan. Ajay Sharma (Dharmendra), is a Police Inspector of notable wealth. He is happily married to Asha (Rekha) with two children.	He	256	Dharmendra	202	False	Asha	281	False	http://en.wikipedia.org/wiki/Baazi_(1984_film)
test-574	Hardy and Bo team up and discover ways of profiting off of the wayward teens at school with deep pockets and even heavier issues. The unlikely duo's new business takes a unique turn when the students learn that Bo has more to offer than what meets the eye as the characters get tossed headfirst into the lifestyles of the rich and dysfunctional. Hardy fights to save Walter and fix his broken family while Bo's past comes back to haunt her.	his	382	Hardy	346	False	Bo	406	False	http://en.wikipedia.org/wiki/Hard_Sell_(film)
test-587	She made her formal Metropolitan Opera debut on November 28, 1973, as Nicklausse in Les contes d'Hoffmann (with Pl*cido Domingo in the name part), and later sang Dorabella in Cos* fan tutte (1975-76), Cherubino in Le nozze di Figaro (opposite Justino D*az and Judith Blegen, 1976) and Pars**s in Esclarmonde (opposite Joan Sutherland, 1976). Tourangeau appears in Christopher Nupen 's 1973 film Carmen: the Dream and the Destiny, which documents a production (directed by Regina Resnik) of the opera in which Domingo plays Don Jos* to her Carmen.	her	535	Joan Sutherland	318	False	Christopher Nupen	364	False	http://en.wikipedia.org/wiki/Huguette_Tourangeau
test-603	He recorded his best match figures of 10 for 152 against Kerala in the 1995-96 Ranji Trophy season. This brought him into national reckoning and he made his debut against Australia in the one-off Test at the Feroz Shah Kotla in 1996. India were without Javagal Srinath, having sustained an injury, and Johnson was drafted into the squad. He bowled in tandem with his Karnataka team-mate Venkatesh Prasad and picked up the wicket of Michael Slater in the second innings.	his	363	Javagal Srinath	253	False	Venkatesh Prasad	387	False	http://en.wikipedia.org/wiki/David_Johnson_(cricketer)
test-604	Allied with reporter Arturo Rodriguez, Black Mask begins a campaign to discredit Batman; while Rodriguez slams Batman in the press, Black Mask commits a series of murders disguised as the Dark Knight. The real Batman eventually exposes Rodriguez and captures Black Mask, but the crime lord kills the escorting officer transporting him to jail and escapes again.	him	331	Arturo Rodriguez	21	False	Batman	81	False	http://en.wikipedia.org/wiki/Black_Mask_(comics)
test-610	In 1985, she was awarded a National Heritage Fellowship. Ledford was born along the banks of the Red River in rural Powell County, Kentucky in 1917. She was the seventh of fourteen children born to tenant farmer Daw White Ledford and wife Stella May Tackett. Her father taught her to play banjo at a young age, and by age 12 she had learned to play the fiddle.	She	149	Ledford	222	False	Tackett	250	False	http://en.wikipedia.org/wiki/Lily_May_Ledford
test-614	Acosta was born in 1825 to Magdalena Santa Coloma Lezica, the daughter of a prominent Buenos Aires Province landowner, and Jos* Francisco Acosta, from Corrientes Province. Opposed to the repressive regime of Governor Juan Manuel de Rosas, Acosta emigrated to Europe shortly after his secondary school graduation.	his	280	Jos* Francisco Acosta	123	False	Juan Manuel	217	False	http://en.wikipedia.org/wiki/Mariano_Acosta
test-624	The critic Kenneth Tynan was present when the scene was shot:``Francesca does it very sportingly and with no fuss ... though of course the set is closed, great curtains are drawn around the acting area ... and the wardrobe mistress rushes to cover Francesca with a dressing gown the instant Roman says, 'Cut'.'' Annis continued to be a leading television actress throughout the 1970s, 1980s and 1990s, appearing in series such as Edward the Seventh as Lillie Langtry, a role she starred in with Lillie;	she	475	Francesca	248	False	Lillie Langtry	452	False	http://en.wikipedia.org/wiki/Francesca_Annis
test-643	Henry tries to resume dating Melanie after seeing that he is getting nowhere with Bronwyn but Melanie turns him down. The following year Melanie reappears and moves in with Mike, Des Clarke and his son Jamie at Number 28. Melanie's chirpy nature immediately wins Des over but when she interferes in his relationship with Jane Harris by taking a call and blasting Jane for her decision to end things with Des, he is angered but comes to realise a long-distance relationship with Jane would not feasible and forgives Melanie.	her	372	Bronwyn	82	False	Melanie	515	False	http://en.wikipedia.org/wiki/Melanie_Pearson
test-647	The show never made it to air, and 7 contestants sued the producers, claiming they were never paid. She faced D'Alelio at Jackson's MMA Series 3 on December 18, 2010 in Albuquerque, New Mexico. Kedzie won the fight via unanimous decision. Kedzie faced Kaitlin Young in a five-round title fight at Jackson's MMA Series 4 on April 9, 2011. She defeated Young by unanimous decision to become Jackson's MMA Series Women's Bantamweight Champion.	She	338	Young	351	False	Jackson	389	False	http://en.wikipedia.org/wiki/Julie_Kedzie
test-648	Following his military service, Shapiro became Director of the Biological Laboratory, Arlington Chemical Co., Yonkers, New York and, in January 1952, was assigned as Assistant Director, Organic Research, US Vitamin Corp., Yonkers, New York. His work there drew attention from ``The Talk of the Town'' section of The New Yorker. The work for Shapiro's doctoral thesis, ``Reaction of Phenyl Biguanide with Esters and Related Compounds'', published in JACS in 1954, was performed at the Polytechnic Institute of Brooklyn and in the laboratories of the Arlington Chemical Co. and US Vitamin Corp. under the direction of Prof. Charles G. Overberger. His work there led to the development of DBI.	His	645	Arlington	549	False	Charles G. Overberger	622	False	http://en.wikipedia.org/wiki/Seymour_Shapiro
test-651	J-Flexx spent several years ghostwriting lyrics for Dr. Dre during his tenure at Death Row Records. The first song he co-wrote in that collaboration, ``Natural Born Killaz'', became a Top 40 hit for Dre and Ice Cube in 1994 (Murder was the case Soundtrack). J-Flexx's success continued when he wrote lyrics for Dre's part in ``California Love,'' a duet with Tupac Shakur.	he	115	Dr. Dre	52	False	Tupac Shakur	358	False	http://en.wikipedia.org/wiki/J-Flexx
test-663	Other sources have explained Powell's injury differently; Miles Davis said Powell was beaten by a Savoy Ballroom bouncer after walking in the club without any money, while Dexter Gordon claimed he was beaten while in police custody after his arrest for drunk and disorderly conduct in a Philadelphia train station. Monk recorded ``In Walked Bud'' several times during his career, starting with the 1947 sessions later compiled for Genius of Modern Music (1951). According to music critic Robert Christgau, Monk's rendition of the song for his 1958 live album Misterioso featured ``a long, laconically hilarious (and laconically, hilariously virtuosic) Johnny Griffin solo that's a landmark of saxophony''.	he	194	Miles Davis	58	False	Dexter Gordon	172	False	http://en.wikipedia.org/wiki/In_Walked_Bud
test-674	Campbell in 1936, and moved with him to Arlington, Virginia, where she helped raise his two children, and they would have three sons together. Rev. Edmund D. Campbell, Jr. predeceased his long-lived mother, but the twins H. Donald Campbell and Rev. Benjamin P. Campbell and their sister Virginia Campbell Holt survived her, as well did nine grandchildren and five great-grandchildren.	her	319	Benjamin P. Campbell	249	False	Virginia Campbell	287	False	http://en.wikipedia.org/wiki/Elizabeth_Campbell_(television)
test-681	After a long convalescence, Rosenberg increasingly dedicated his time to teaching bel canto vocal technique and in 1995 with the help of Lars Bj*rling the great tenor's son, he returned to Sweden. In 2000, he was employed as a consulting vocal coach at the opera school in Gothenburg and in 2005 at Ersta Sk*ndal University College in Stockholm as Adjukt Professor. With the birth of his beloved son David, on Dec. 10th, 2004 (Stockholm) Rosenberg continues to teach, hold master classes, and perform in occasional concerts and recitals both in Sweden and Hungary where he resides since 2016.	he	174	Lars Bj*rling	137	False	David	400	False	http://en.wikipedia.org/wiki/Berle_Sanford_Rosenberg
test-689	April Clare Welsh of The Quietus stated: ``All shot through with the psychedelic heft of Neil Young & Crazy Horse, this is not a flash in the pan, a fumble in the dark or an album which loses its way but a cosmic paean to perfectionism that creates order out of the most beautiful chaos.'' Nevertheless, Ryan Bray of Consequence of Sound was rather mixed in his review, stating: ``From the lean, scrappy production value to the grandiose guitar solos and Alex Coxen's wobbling, vocal delivery a la Grant Hart, the record has the messy fingerprints of indie rock's cherished first wave smeared all over it.''	his	358	Neil Young	89	False	Grant Hart	498	False	http://en.wikipedia.org/wiki/Cruise_Your_Illusion
test-692	He was a mentor to young zoo professionals, teen volunteers, the Boy Scouts, as well as other musicians. Jack Hanna, a world-renowned animal expert, often lauded Whitt and the Alexandria zoo over national television. Hanna recalled Whitt as humble and willing to offer his advice where he could help.	his	269	Alexandria	176	False	Hanna	217	False	http://en.wikipedia.org/wiki/Les_Whitt
test-703	Johann von Mayr (1 May 1716 in Vienna--5 January 1759 in Plauen) and was also the head of a Prussian Freibataillon (``F 2'') that, during the Seven Years' War, formed part of the advanced guard of Frederick the Great's Prussian Army. He was the prototype of adventurer and mercenary. Johann von Mayr was a natural son of Count von Stella, a royal Spanish councilor in Vienna. His mother was from the bourgeois class and married the owner of a billiard parlor named Mayr soon after.	His	376	Count von Stella	321	False	Mayr	465	False	http://en.wikipedia.org/wiki/Johann_von_Mayr
test-709	Ulliott won with a straight on the river to claim $180,310 and his only WSOP bracelet to date. Whitaker jumped over the barricade to join in the celebrations. The press release the next day claimed he was lucky to draw out on Truby, but mathematically, Ulliott was a 54.5% favourite to win when the money went into the pot. After winning his bracelet, he had the nickname ``Devilfish'' engraved on it.	he	198	Whitaker	95	False	Truby	226	False	http://en.wikipedia.org/wiki/Dave_Ulliott
test-718	She later had supporting roles in The Toast of New York (1937) and New Faces of 1937. She met her husband Harry ``Parkyakarkus'' Einstein, a dialect comedian, while filming New Faces of 1937. Leeds retired from show business after marrying Einstein in 1937. Two years after Einstein's death in 1958, she married Irving ``Bernie'' Bernstein; he died in 1983.	he	341	Leeds	192	False	Einstein	240	False	http://en.wikipedia.org/wiki/Thelma_Leeds
test-728	You Gotta Love The Life features duets with Al Jarreau and Dionne Warwick with feature instrumentals provided by Keb' Mo', guitars on ``Feelin' for You'', Joe Sample plays keyboards on ``Other End of the Phone'', Dave Koz' saxophone on ``Claudia'' and Stevie Wonder plays harmonica on ``Your Love is Where I Live''. Manchester, an adjunct professor at the USC Thornton School of Music, was encouraged by her students to make the indie album, they informed her of the availability of crowdfunding opportunities, and in August 2013, Indiegogo was chosen for the album's fundraising platform.	her	404	Thornton	360	False	Indiegogo	531	False	http://en.wikipedia.org/wiki/You_Gotta_Love_the_Life
test-737	Huthart's time as a Gladiator was brief, however, as she wanted to represent her country in the Ashes series in Australia where she lost to her opponent from the domestic series final, Kerryn Sampey in the final. However, Huthart returned to win the 1995 Battle of the Champions, beating Australia's Bernie Withers in an exciting Eliminator which was almost a repeat of the domestic series final against Kerryn Sampey; Huthart fell down the Travelator the first time she ran up it, allowing Bernie to pass her, but she slipped down it as well, and Huthart was able to reach the top and earn the victory.	she	467	Bernie Withers	300	False	Kerryn Sampey	404	False	http://en.wikipedia.org/wiki/Eunice_Huthart
test-745	Leacock would teach at MIT until his retirement in 1989. In 1989 he moved to Paris, where he met Valerie Lalonde and, together, they made Les Oeufs a la Coque de Richard Leacock (84 minutes), the first major film shot with a tiny Video-8 Handycam to be broadcast on prime-time television in France. Leacock and Lalonde continued making films of their own choice without the pressures of TV producers, notably A Musical Adventure in Siberia, in collaboration with conductor Sarah Caldwell, his daughter Victoria Leacock and filmmaker Vincent Blanchet. Leacock died on 23 March 2011 at age the age of 89 in Paris. Before his death, he was raising funds for his multi-format memoir, The Feeling of Being There - A Filmmaker's Memoir, a bound paper book and DVB (digital video book), published by Seme*on Editions.	his	619	Leacock	511	False	Vincent Blanchet	533	False	http://en.wikipedia.org/wiki/Richard_Leacock
test-755	The company paid Tamagno a cash advance of 2000 pounds sterling to make his first lot of ``78s''. He also received royalties from the company for every individually numbered, custom-labelled pressing that sold. Roland Gelatt's revised edition of The Fabulous Phonograph (Collier Books, New York, 1977, p.*119) asserts that Tamagno's recording contract, signed in December 1902, was the first to embody ``the royalty principle''. Gelatt states that Tamagno approved 19 recordings from his Ospedaletti session for release to the public.	his	484	Collier	271	False	Gelatt	429	False	http://en.wikipedia.org/wiki/Francesco_Tamagno
test-767	Gilbert Cruz of Entertainment Weekly called the book ``half an account of Ken's life-halting obsession with reconstructing his mythical older brother and half the biography that David always expected as a soon-to-be-famous author.'' Matthew Sweet of The Independent wrote, ``Ken Dornstein's project--his researches and the book that they have become--is both a loving tribute to the memory of his dead brother and an act of destruction and erasure...	his	123	Gilbert Cruz	0	False	David	178	False	http://en.wikipedia.org/wiki/The_Boy_Who_Fell_Out_of_the_Sky
test-773	The firm of Triebert, which was the dominant oboe-making concern in mid-19th century France, fell to pieces with the death of sole proprietor Fr*d*ric Triebert in 1879. By 1882 it had changed management thrice and was eventually sold to the mass-maker Gautrot, itself purchased in 1884 by Couesnon. Fr*d*ric Triebert's last foreman, Fran*ois Lor*e (1835-1902), formed his own oboe making company in 1881, carrying on Triebert's work and tradition.	his	368	Gautrot	252	False	Triebert	417	False	http://en.wikipedia.org/wiki/F._Lor%C3%A9e
test-776	In an article in Contemporary Authors, published two years before her first full-length book of poetry, Finch made a remark that anticipates the focus of her career ``To me, poetic form, with its unverbal, physical power, is radically important in reconnecting us with our human roots and rediscovering our intimacy with nature . . .. rhythmic formal poetry is of great value in celebrating, commemorating, and cementing the bonds of community.'' As Claire Keyes notes in the entry on Finch in Scribner's American Writers, ``A strong current in her work is the decentering of the self, a theme which stems from her deep connection with the natural world and her perception of the self as part of nature.''	her	545	Claire Keyes	450	False	Scribner	494	False	http://en.wikipedia.org/wiki/Annie_Finch
test-788	I thought I was a hard worker but after watching her I was really amazed by her work level.'' They train at the Yubileyny Sports Palace in Saint Petersburg, Russia. They initially worked with Velikov but Kavaguti had been training with Tamara Moskvina since 1998 and preferred to stay with her.	her	290	Velikov	192	False	Kavaguti	204	False	http://en.wikipedia.org/wiki/Alexander_Smirnov_(figure_skater)
test-792	In his second game, Thomas won a penalty, reacted to a rebound off the crossbar to score his first goal for the club, and set up a goal for Marc Pugh in a 3--1 victory over Leyton Orient. He began to develop a partnership with Michael Symes which both parties and manager Lee Bradbury thought could become productive. The day after his move to Bournemouth was made permanent, Thomas and Symes each scored in a 2--0 defeat of Wycombe Wanderers.	his	89	Marc Pugh	140	False	Leyton Orient	173	False	http://en.wikipedia.org/wiki/Wes_Thomas
test-796	The match started back and forth until Heidenreich sent 'Taker into the casket. 'Taker applied the triangle choke until Gene Snitsky interfered and attacked 'Taker. Snitsky and Heidenreich attacked The Undertaker and called for the casket to be opened but Kane was revealed to be inside the casket. He attacked Snitsky and Heidenreich and fought Snitsky throughout the arena.	He	299	Heidenreich	177	False	Snitsky	311	False	http://en.wikipedia.org/wiki/Royal_Rumble_(2005)
test-799	From 2005 to 2007, he was Chief of Staff to U.S. Deputy Attorney General Paul McNulty. From October 2005 to October 2006, he was also an ex officio member of the United States Sentencing Commission. In September 2006, the Department of Justice gave Elston its highest award presented to attorneys for contributions and excellence in legal performance--the John Marshall Award -- ``for his outstanding legal advice, leadership and excellence related to the appellate work of the Eastern District of Virginia.''	his	385	Paul McNulty	73	False	John Marshall	356	False	http://en.wikipedia.org/wiki/Michael_Elston
test-800	After the concert, Eileen Joyce and her partner took Ireland to dinner, and Percy Grainger also attended. The concerto was again played at Ireland's 80th birthday concert. It has also been recorded by Eric Parkin (twice), Piers Lane, Kathryn Stott, Colin Horsley, Geoffrey Tozer, Mark Bebbington (as part of his complete John Ireland piano music edition) and John Lenehan.	her	36	Ireland	53	False	Percy Grainger	76	False	http://en.wikipedia.org/wiki/Piano_Concerto_(John_Ireland)
test-812	The preceptory of Melchbourne was founded in the reign of Henry II by Alice de Claremont; other benefactors, including Roger de Clare, Earl of Hertford, Hugh de Beauchamp of Eaton, and William, Archbishop of York, added gifts of land and churches. Richard de Clare, the son of Roger, confirmed the gifts of his father and of Alice de Claremont; and after the suppression of the Knights Templar some of their property in Bedfordshire was transferred to Melchbourne.	his	307	William	185	False	Roger	277	False	http://en.wikipedia.org/wiki/Melchbourne_Preceptory
test-827	Sheila was the bassist in the London-based rock band, Elastica from 1996 to 1998. Sheila joined the band in early 1996 a year after original bassist Annie Holland left, and Sheila became an especially close collaborator of Donna Matthews during a period when Matthews became a more dominant creative force than bandleader Justine Frischmann. She was asked to leave the group when Frischmann convinced Holland to return in 1998 (which eventually led to Matthews quitting).	She	342	Frischmann	380	False	Holland	401	False	http://en.wikipedia.org/wiki/Chipperfield's_Circus
test-834	On June 6, 2016, information came out that assistant Steve Thomas was not returning next season. The Lightning decided not to renew his contract with the club. Thomas had been on Cooper's staff since the 2013-14 season, and with the organization since 2010, when he served as a player development coordinator (2010--12).	his	132	Lightning	101	False	Cooper	179	False	http://en.wikipedia.org/wiki/2016%E2%80%9317_Tampa_Bay_Lightning_season
test-856	In order to hide her identity, Camila cuts off her long, beautiful hair and pretends to be man for a while before she reveals her true identity to German's family. After a sea search is conducted and with no trace of Camila's body, she is presumed to be dead. In order to achieve her goal of framing Camila, Alicia takes her laptop where Camila typed her journal entries and edits specific parts so that it could appear that Camila had planned stealing the Queen's ring all along.	her	351	German	147	False	Alicia	308	False	http://en.wikipedia.org/wiki/Todo_sobre_Camila
test-857	During the commotion caused by the fire, Camila escapes with her child and fellow cell mate Heidi. they go to her nanny's house where they hide for several days. Now a rich woman after Felipe Bayon left her all his fortune as atonement for making the bet with Eduardo, Camila and Heidi buy fake passports and escape to the United States where she establishes herself as a media mogul and uses her radio and newspaper to destroy Eduardo by detailing all the crimes they have committed.	her	203	Eduardo	260	False	Heidi	280	False	http://en.wikipedia.org/wiki/Todo_sobre_Camila
test-871	Midway through the match, Flair and MVP brawled outside the ring, leaving Edge on his own against Batista. Batista gained the pinfall after hitting Edge with a Batista Bomb. As part of the WWE Draft, Chris Benoit was drafted from SmackDown! to ECW. In his debut on the ECW brand, Benoit teamed up with CM Punk in a tag team match against Elijah Burke and Marcus Cor Von, in which Benoit and Punk won.	his	252	CM Punk	302	False	Elijah Burke	338	False	http://en.wikipedia.org/wiki/One_Night_Stand_(2007)
test-873	The childhood of Denise, Adrian and Daryl Klein was far from settled. Kathleen Klein began an affair with a Worcestershire Regiment officer called Herbert Berkeley Dealtry, who was much younger than her husband, and little than herself, and when Hermann Klein became aware of it he filed a petition for divorce, which was granted in December 1901.	he	279	Kathleen Klein	70	False	Berkeley Dealtry	155	False	http://en.wikipedia.org/wiki/Denise_Robins
test-876	Jessica is a 1962 film directed by Jean Negulesco. It stars Maurice Chevalier and Angie Dickinson. When her husband dies in Sicily while on their honeymoon, Jessica, a nurse, decides to remain there rather than return home.	her	104	Jessica	0	False	Maurice Chevalier	60	False	http://en.wikipedia.org/wiki/Jessica_(film)
test-881	``I would call the material a rich musical heritage,'' Sirmay told the New York Times. ``There is enough material for one or two Broadway musical scores. There are dozens of excellent songs.'' Though he lived in America for most of his later years and was a good friend of Gershwin, Szirmai eschewed the jazz styles popular at the time; in addition to the folk music of his native Hungary, his music shows the influence of German Romanticism, particularly Felix Mendelssohn and Robert Schumann, whom he most admired.	his	390	Felix Mendelssohn	456	False	Robert Schumann	478	False	http://en.wikipedia.org/wiki/Albert_Szirmai
test-890	The same year, Jerry Seelen wrote the English lyrics for the recording of Johnny Desmond with Tony Mottola and his Orchestra on May 11, 1949. The title of the song is not translated into English. The German lyrics were written in 1950 by Ralph Maria Siegel for the recording of Rita Gallos with Kurt Edelhagen and his Orchestra on May 30, 1950.	his	314	Johnny Desmond	74	False	Tony Mottola	94	False	http://en.wikipedia.org/wiki/C'est_si_bon
test-891	After several months of captivity Duane is released by Granny Ruth, who is preparing to take everyone on a road trip to the home of her ex-husband Doctor Hal Rockwell, who will help in giving birth to Belial's equally misshapen girlfriend Eve's babies; before leaving for the trip, Granny Ruth sternly tells Duane to stay away from Belial, who has stopped speaking to Duane telepathically after Duane's attempt to put them back together. While traveling via bus to Hal's house in Peachtree County the group stop at a drug store, where Granny Ruth meets local sheriff Andrew Griffin while Duane, attempting to wriggle out a bus window, meets the sheriff's daughter Opal, who he tries to convince help him and Belial escape.	he	674	Hal	465	False	Andrew Griffin	567	False	http://en.wikipedia.org/wiki/Basket_Case_3:_The_Progeny
test-893	In the early 90s, Seely continued to try new things, including playing Danny Shirley's mother in the music video for Confederate Railroad 's 1993 No. 1 hit, ``Trashy Woman''. Seely has also played at Dolly Parton 's ``Dollywood'' and served as Brad Paisley 's date for the 2000 CMA awards show. Lorrie Morgan has also recorded one of Seely's compositions for her 1997 album, Shakin' Things Up.	her	359	Seely	175	False	Dolly Parton	200	False	http://en.wikipedia.org/wiki/Jeannie_Seely
test-894	The Cangrejeros advanced to the playoffs, defeating Caguas in a seven-game semifinal. Santurce won the finals series sweeping the Indios. Cepeda broke a record by hitting 19 home runs throughout the season, while Pizarro did so by recording seven straight strikeouts against Ponce as part of his fifth consecutive year leading the LBPPR in strikeouts.	his	292	Cepeda	138	False	Ponce	275	False	http://en.wikipedia.org/wiki/Cangrejeros_de_Santurce_(baseball)
test-896	Further controversy arose when, in 1912, Lasker's terms for a proposed match with Akiba Rubinstein included a clause that, if Lasker should resign the title after a date had been set for the match, Rubinstein should become world champion (American Chess Bulletin, October 1913). When he resumed negotiations with Capablanca after World War I, Lasker insisted on a similar clause that if Lasker should resign the title after a date had been set for the match, Capablanca should become world champion.	he	284	Rubinstein	198	False	Capablanca	313	False	http://en.wikipedia.org/wiki/World_Chess_Championship
test-898	She visits Rory's mother, Rose, and meets Rose's partner Graeme, who perfectly fits Ian's description of the possible killer. However, Rose insists that Rory was not an organ donor. That evening, Jamie and his lover Louise visit Isabel, who is determined to be polite; but her jealousy gets the better of her and she is rude to Louise, who leaves with Jamie.	her	273	Rose	135	False	Louise	216	False	http://en.wikipedia.org/wiki/Friends,_Lovers,_Chocolate
test-899	Isabel tells Ian about the second Macloed family, and they go together to tell Euan about his son's heart. Afterwards, Ian informs Isabel that he visited West Linton shortly after his operation, and spoke to several people there. From this Isabel concludes that Ian must have seen Euan, heard about his son's death, and subconsciously connected Euan's face with his new heart.	his	180	Ian	13	False	Isabel	240	False	http://en.wikipedia.org/wiki/Friends,_Lovers,_Chocolate
test-913	``TV Party'' is driven by Chuck Dukowski's bass line and features Henry Rollins on lead vocals and bellowed backing vocals from band members. The song is light in comparison to other songs from the band's Damaged era. Black Flag guitarist Greg Ginn has stated that after ``Rollins joined the band, we couldn't do songs with a sense of humor anymore; he got into the serious way-out poet thing.''	he	350	Chuck Dukowski	26	False	Greg Ginn	239	False	http://en.wikipedia.org/wiki/TV_Party_(EP)
test-922	``In the early spring he stood above the heights of Miles Canyon ... the line 'I have gazed on naked grandeur where there's nothing else to gaze on' came into his mind and again he hammered out a complete poem, ``The Call of the Wild''. Conversations with locals led Service to write about things he had not seen (some of which had not actually happened) as well. He did not set foot in Dawson City until 1908, arriving in the Klondike ten years after the Gold Rush when his renown as a writer was already established. After having collected enough poems for a book, Service ``sent the poems to his father, who had emigrated to Toronto, and asked him to find a printing house so they could make it into a booklet. He enclosed a cheque to cover the costs and intended to give these booklets away to his friends in Whitehorse'' for Christmas. His father took the manuscript to William Briggs in Toronto, whose employees loved the book. ``The foreman and printers recited the ballads while they worked. A salesman read the proofs out loud as they came off the typesetting machines.`` An ''enterprising salesman sold 1700 copies in advance orders from galley proofs.`` The publisher ''sent Robert's cheque back to him and offered a ten percent royalty contract for the book.`	his	595	William Briggs	875	False	Robert	1186	False	http://en.wikipedia.org/wiki/Songs_of_a_Sourdough
test-930	Batholomew agreed that Vitkovic was criminally insane at the time of the shooting and said Vitkovic could have identified with Rambo and the Hoddle Street killings. After hearing representations by counsel representing the building tenants directly affected, the families of those killed, and news media organisations, the coroner Hal Hallenstein refused to suppress publication of photographs taken from a 5th-floor security video that showed Vitkovic. He said those images would be made public at the end of the inquest.	He	454	Batholomew	0	False	Vitkovic	444	False	http://en.wikipedia.org/wiki/Queen_Street_massacre
test-934	He was called to the Ontario bar in 1967 and practiced private law at Wright & McTaggart and its successor firms until 1982, at which point he went to work as Associate Deputy Minister of Justice for the Government of Canada. In 1986, he went on to practice at McCarthy T*trault, until he was appointed to the Supreme Court of Canada in 1998, replacing Justice John Sopinka. Just as with his predecessor, Binnie had never sat as a judge before his appointment to the Supreme Court.	his	444	McCarthy T*trault	261	False	John Sopinka	361	False	http://en.wikipedia.org/wiki/Ian_Binnie
test-938	Her two-day visit to Washington D.C. included a meeting and lunch at the White House with President George W Bush (as well as other senior Bush Administration officials), and meetings with the Secretary of State, Condoleezza Rice, the Secretary of Defense, Robert Gates, the US Trade Representative, Susan Schwab, and the Director of National Intelligence, Admiral Mike McConnell. She also made calls on the Speaker of the House of Representatives, Nancy Pelosi, and Senator Barbara Boxer, Chair of the Senate Foreign Relations Subcommittee on East Asian and Pacific Affairs.	She	381	Nancy Pelosi	449	False	Barbara Boxer	475	False	http://en.wikipedia.org/wiki/New_Zealand%E2%80%93United_States_relations
test-941	In another version, this transformation happens after the erroneous hymns are rectified and the son is called Ila. According to a variant, Shraddha wished for a daughter; Vashistha heeded her wish while performing the sacrifice and thus, a daughter was born. However, Manu desired a son so Vashistha appealed to Vishnu to change the gender of his daughter.	his	343	Vashistha	290	False	Vishnu	312	False	http://en.wikipedia.org/wiki/Ila_(Hinduism)
test-945	It was in this period at his studio in Kinver, that he recorded songs with Clifford T. Ward, immediately before Clifford was signed to the Dandelion label of which John Peel was a co-owner (Get Your Kicks on the A456 by John Combe, p. 187). He has recorded songs by Dave Cartwright and also John Richards with whom he co-wrote ``Did You Like The Battle Sir?''.	He	241	Clifford	112	False	Cartwright	271	False	http://en.wikipedia.org/wiki/Bev_Pegg
